PCCDB-ID,Open Babel SMILES,HOMO-LUMO gap,HOMO energy,LUMO energy,Dipole moment,Excitation energy (1st),Oscillator strength (1st),Excitation energy (2nd),Oscillator strength (2nd),Excitation energy (3rd),Oscillator strength (3rd),Excitation energy (4th),Oscillator strength (4th),Num. of H bond acceptor,Num. of H bond donor,TPSA,logP,Molecular refractivity,Melting point
12177,C/C(=C\CC)/C=O,5.404,-6.727,-1.3219999999999998,3.61,3.812,0.0003,5.626,0.4322,6.375,0.0394,6.542000000000001,,1.0,0.0,17.07,1.5419999999999998,30.68,18.37
14277,OCC1(CO)CSSC1,4.308,-5.445,-1.137,3.36,2.989,0.0017,4.215,0.0003,4.887,0.0067,4.9830000000000005,,4.0,2.0,91.06,0.352,41.28,70.54
14272,C=Cc1cccnc1,5.2410000000000005,-6.377999999999999,-1.137,2.15,4.52,0.0001,4.865,0.0067,4.882,0.0065,4.939,,1.0,0.0,12.89,1.725,34.33,11.96
180,CC(=O)C,6.147,-6.615,-0.4679999999999999,2.61,4.299,0.0,6.181,0.0529,7.053999999999999,0.0027,7.387,,1.0,0.0,17.07,0.595,16.73,-3.18
1088,CNCC(=O)O,7.369,-6.879,0.49,5.4,5.589,0.0006,5.972,0.002,6.532,0.0103,6.707999999999999,,3.0,2.0,49.33,-0.319,21.11,79.77
562,CSCCC(=O)/C(=C\O)/O,4.463,-5.916,-1.453,1.51,3.632,0.0037,4.187,0.0003,4.292,0.211,4.915,,4.0,2.0,82.83,1.266,41.42,39.59
697,O=C[C@@H]([C@@H](COP(=O)(O)O)O)O,5.667999999999999,-7.176,-1.508,2.45,3.936,0.0019,5.454,0.0035,6.059,0.0195,6.151,,7.0,4.0,134.1,-1.984,35.94,123.45
9263,n1ncnnc1,3.671,-6.819,-3.148,0.01,2.238,0.0054,3.439,0.0,4.763999999999999,0.0,5.191,,4.0,0.0,51.56,-0.733,17.62,64.33
33646,OCCN([N][O])C,5.271,-6.185,-0.914,2.56,3.4130000000000003,0.0013,5.541,0.1037,5.782,0.0004,5.91,,4.0,1.0,52.9,-0.408,25.33,15.73
87,OC[C@@H](C(=O)O)C,7.505,-6.999,0.506,5.45,5.593999999999999,0.0009,6.209,0.0016,6.874,0.0025,6.937,,3.0,2.0,57.53,-0.301,24.28,70.54
19485,[O-][n+]1cc(C)cc(c1)C,4.838,-5.597,-0.759,4.35,4.149,0.0,4.156000000000001,0.0209,4.756,0.2143,4.893,,1.0,0.0,25.46,1.732,37.54,27.5
37166,CNNC(=O)C(=O)NNC,5.312,-6.416,-1.105,0.97,4.097,0.0004,4.792,0.1311,4.883,0.0009,5.857,,6.0,4.0,82.26,-0.949,32.95,126.26
29484,O=N(=O)c1n(C)cnc1N(=O)=O,4.721,-7.704,-2.982,7.36,3.781,0.0001,3.871,0.0,4.182,0.1215,4.316,,2.0,0.0,109.46,1.283,41.13,100.58
281,[C]=O,9.516,-10.109,-0.593,0.06,8.35,0.09,8.35,0.09,9.56,0.0,9.895,,1.0,0.0,0.0,-0.208,4.07,34.22
13200,O[C@@H]1[C@@H]2C=C[C@H]1C=C2,6.055,-6.294,-0.239,1.62,4.952,0.0,5.641,0.0111,5.651,0.0243,5.909,,1.0,1.0,20.23,0.7190000000000001,31.75,56.13
21625,SCCC(=O)OCC,6.718999999999999,-6.513999999999999,0.204,2.69,5.269,0.0141,5.644,0.0005,5.945,0.009,6.0360000000000005,,3.0,1.0,65.1,0.8690000000000001,35.36,6.8
21457,O=CCC=C(C)C,5.72,-6.4270000000000005,-0.708,3.24,4.134,0.0114,5.212999999999999,0.063,5.949,0.0022,6.205,,1.0,0.0,17.07,1.5419999999999998,30.68,18.37
23898,CN(C(=O)C)[N][O],4.729,-6.843999999999999,-2.114,0.43,2.951,0.001,4.42,0.0001,5.634,0.2535,5.903,,4.0,0.0,49.74,0.146,24.37,18.51
13843,CC(=O)OCC#N,7.742000000000001,-8.052,-0.31,4.01,5.852,0.0009,6.931,0.0332,7.141,0.0043,7.476,,3.0,0.0,50.09,0.073,22.38,21.11
12357,CCCCSC#N,6.455,-7.108,-0.653,4.79,4.9430000000000005,0.0001,6.212999999999999,0.0016,6.718,0.0014,6.746,,2.0,0.0,49.09,2.001,33.49,16.97
22333,CCC1(C)SCCS1,6.125,-6.098,0.027,0.8,4.725,0.0011,4.791,0.001,5.666,0.0354,5.728,,2.0,0.0,50.6,2.593,44.06,24.98
18898,CC(=O)c1occc1O,5.178,-6.242000000000001,-1.064,5.69,3.88,0.0001,4.952,0.3294,5.119,0.0005,5.604,,3.0,1.0,50.44,1.188,30.93,78.42
757,OCC(=O)O,7.442,-7.23,0.212,4.03,5.615,0.0012,6.102,0.0068,7.349,0.0483,7.392,,3.0,2.0,57.53,-0.937,14.66,71.87
38236,CCNC(=N)NN(=O)=O,4.871,-6.705,-1.834,3.84,3.972,0.0108,4.532,0.001,5.062,0.0255,5.351,,3.0,2.0,96.23,0.7170000000000001,33.83,105.48
12977,CCOP(OCC)O,7.51,-6.651,0.86,2.04,6.134,0.1152,6.479,0.0647,6.507000000000001,0.0537,6.919,,3.0,1.0,52.28,1.279,32.65,-11.93
1046,[NH][C](c1cnccn1)O,5.086,-7.276,-2.191,4.21,3.834,0.0025,4.376,0.0049,4.454,0.0159,4.53,,4.0,1.0,68.87,0.276,30.13,124.13
10901,NCC#N,7.666,-7.246,0.419,4.56,5.772,0.0103,6.869,0.0226,7.142,0.0082,7.276,,2.0,1.0,49.81,0.1689999999999999,14.18,64.24
35229,CC/N=C/1\N[CH]N=C(N1)[NH],5.323,-6.242000000000001,-0.92,4.95,4.549,0.0079,5.035,0.0805,5.237,0.0148,5.247999999999999,,5.0,2.0,76.72,0.54,38.34,133.88
13181,OCCCC=C,7.422999999999999,-6.822,0.601,1.39,6.379,0.0139,6.57,0.0356,6.792000000000001,0.1143,6.845,,1.0,1.0,20.23,0.945,26.84,-27.88
8063,CCCCC=O,6.354,-6.857,-0.503,2.54,4.333,0.0002,6.537999999999999,0.0322,6.985,0.025,7.186,,1.0,0.0,17.07,1.375,26.35,5.83
29774,CCOC(=O)[C@H]1O[C@@H]1C,7.072,-7.257000000000001,-0.185,2.82,5.452000000000001,0.0009,6.1610000000000005,0.0051,7.013,0.0177,7.138,,3.0,0.0,38.83,0.337,31.21,-0.49
20930,C/C=C/[C@@H](CC)O,7.276,-6.569,0.708,1.58,6.141,0.0323,6.5120000000000005,0.0242,6.61,0.0285,6.644,,1.0,1.0,20.23,1.3330000000000002,31.64,1.85
13002,C1O[C@@H]1C=O,6.002999999999999,-7.218999999999999,-1.216,2.46,4.13,0.0002,5.761,0.0143,6.885,0.0742,7.049,,2.0,0.0,29.6,-0.416,15.71,20.78
8254,COC,9.366,-6.852,2.514,1.27,6.502000000000001,0.0311,7.096,0.0107,7.115,0.0,7.541,,1.0,0.0,9.23,0.263,12.81,-32.86
7853,NCC=C,6.895,-6.362,0.5329999999999999,1.35,5.533,0.0157,6.063,0.0082,6.604,0.1,6.714,,1.0,1.0,26.02,0.831,18.77,9.08
21876,ONc1ncnc2c1nc[nH]2,4.944,-5.8260000000000005,-0.882,3.82,4.534,0.1808,4.931,0.0959,5.081,0.0027,5.277,,5.0,3.0,86.72,0.2269999999999999,36.91,231.57
18458,C/C(=C\CC)/C(=O)O,6.1770000000000005,-7.176,-0.999,4.84,4.821000000000001,0.0031,5.846,0.3382,6.355,0.0145,6.602,,2.0,1.0,37.3,1.4269999999999998,32.25,63.81
8827,OCN/C(=N\CO)/O,7.192,-6.422000000000001,0.77,1.09,5.6610000000000005,0.0703,6.114,0.0153,6.18,0.0433,6.59,,5.0,4.0,81.59,-1.033,25.05,98.75
7897,C[C@@H](CC=O)O,5.997000000000001,-7.037000000000001,-1.039,2.98,4.245,0.0002,5.118,0.0007,6.4910000000000005,0.0027,6.706,,2.0,1.0,37.3,-0.044,22.7,25.11
18829,C[C@H](C(=O)C)CO,6.049,-6.8,-0.7509999999999999,3.63,4.336,0.0003,5.252999999999999,0.0004,6.324,0.0163,6.667000000000001,,2.0,1.0,37.3,0.204,27.51,14.11
16695,C=C/C=C/C=C,4.484,-5.693,-1.208,0.0,4.647,1.0747,5.595,0.0,5.621,0.0134,5.67,,0.0,0.0,0.0,1.915,29.53,-57.97
39539,Cc1[nH]cc(c1)C,6.422000000000001,-5.083,1.339,1.78,4.519,0.0017,5.178999999999999,0.0005,5.255,0.0014,5.475,,0.0,1.0,15.79,1.631,30.72,59.26
40379,CCCc1cncs1,5.9270000000000005,-6.525,-0.599,1.99,5.332000000000001,0.0007,5.407,0.1484,5.591,0.0079,6.061,,2.0,0.0,41.13,2.096,36.69,20.56
423,CC(=O)C[C@@H](C(=O)O)N,5.4910000000000005,-6.837999999999999,-1.347,4.82,4.553,0.0002,4.845,0.0047,5.371,0.005,5.659,,4.0,2.0,80.39,0.078,30.83,126.9
376,CC(=O)C[C@@H](CC(=O)O)O,6.199,-7.04,-0.841,2.74,4.387,0.0,5.456,0.0006,5.803,0.0008,6.218999999999999,,4.0,2.0,74.6,-0.1989999999999999,34.09,90.6
1032,CCC(=O)O,7.532,-7.276,0.256,4.41,5.6,0.0017,6.534,0.0133,7.495,0.0086,7.55,,2.0,1.0,37.3,0.481,18.31,52.59
13360,CC(=C)C(=O)OCCO,5.472,-6.901,-1.429,3.51,4.697,0.0049,5.02,0.005,5.731,0.1935,6.176,,3.0,1.0,46.53,0.098,32.93,-12.68
22933,O=N(=O)OC[C@@H](ON(=O)=O)C,6.675,-8.795,-2.12,3.77,4.716,0.0001,4.736000000000001,0.0,5.605,0.002,5.659,,0.0,0.0,110.1,0.838,34.91,23.74
13536,COC(=O)C#C,6.43,-7.632999999999999,-1.203,1.78,4.787,0.0001,5.636,0.0002,5.943,0.0829,6.687,,2.0,0.0,26.3,-0.207,20.79,4.56
13842,OCNC(=N)O,7.912999999999999,-6.691,1.222,0.64,5.88,0.0032,6.492999999999999,0.0469,6.667999999999999,0.0356,6.725,,4.0,3.0,75.35,-0.304,18.99,107.86
11429,CC[C@@H](CO)O,8.544,-6.955,1.589,2.55,6.398,0.0017,7.045,0.0056,7.071000000000001,0.021,7.148,,2.0,2.0,40.46,-0.25,23.67,12.0
7766,CCOC(=O)OCC,8.89,-7.655,1.235,0.22,6.921,0.0002,7.476,0.0094,7.803999999999999,0.0,7.872999999999999,,3.0,0.0,35.53,1.179,28.91,-12.07
8027,c1ccc[nH]1,6.867999999999999,-5.483,1.385,1.91,4.899,0.0,5.729,0.0117,5.797999999999999,0.0188,5.909,,0.0,1.0,15.79,1.015,20.79,49.59
18554,CCc1ccco1,6.397,-5.782,0.615,0.5,5.431,0.0305,5.749,0.1423,5.917000000000001,0.0567,6.154,,1.0,0.0,13.14,1.842,28.48,5.72
876,CSCC[C@@H](C(=O)O)N,6.359,-6.027,0.332,4.48,5.059,0.0104,5.2,0.0,5.313,0.0028,5.528,,4.0,2.0,88.62,0.852,38.22,114.48
6137,CSCC[C@@H](C(=O)O)N,6.0760000000000005,-6.155,-0.079,1.62,4.927,0.0105,5.205,0.0023,5.329,0.0034,5.482,,4.0,2.0,88.62,0.852,38.22,114.48
756,OCC=O,5.9510000000000005,-6.95,-0.999,1.75,4.065,0.0001,6.12,0.008,6.337999999999999,0.004,7.039,,2.0,1.0,37.3,-0.8220000000000001,13.09,26.44
12192,CCOC(=O)[CH][N][N],4.773,-6.67,-1.897,2.55,3.1,0.0,4.77,0.0031,5.289,0.0002,5.477,,3.0,0.0,60.44,1.105,25.61,15.54
33516,O=NN(CC#C)CC#C,5.211,-6.4270000000000005,-1.216,3.46,3.397,0.0005,5.516,0.0129,5.598,0.0459,5.627000000000001,,3.0,0.0,32.67,0.236,34.91,29.82
29,O=C[C@@H](C(=O)O)N,5.459,-7.295,-1.837,2.85,4.123,0.0042,4.783,0.0043,5.172000000000001,0.0194,5.681,,4.0,2.0,80.39,-0.703,21.21,138.56
8121,CC(=O)OCCOC(=O)C,7.641,-7.44,0.201,2.16,5.8,0.0014,5.803,0.0012,6.978,0.0068,7.022,,4.0,0.0,52.6,0.113,33.53,-1.68
27474,N#CC1CC(=C)C1,7.093999999999999,-7.14,-0.046,3.82,6.266,0.0284,6.507999999999999,0.2565,6.617000000000001,0.0001,6.794,,1.0,0.0,23.79,1.476,28.12,12.74
27314,OC(=N)CCCN(=O)=O,4.523,-7.162000000000001,-2.64,4.29,3.838,0.001,3.884,0.0005,4.102,0.0001,4.446000000000001,,2.0,1.0,88.91,0.752,32.35,81.16
12190,COCC(COC)O,9.004,-6.925,2.079,1.81,6.622000000000001,0.016,6.739,0.0152,6.899,0.0078,7.029,,3.0,1.0,38.69,-0.36,29.48,-25.18
11521,CCCO/C(=N\O)/O,7.285,-5.655,1.63,1.61,5.178999999999999,0.0013,5.488,0.0006,5.894,0.0,6.441,,4.0,2.0,58.56,0.903,26.55,78.63
22320,CN(CC(=C)C)C,6.395,-5.731,0.664,0.47,5.065,0.0002,5.365,0.0219,5.877999999999999,0.011,6.018,,1.0,0.0,3.24,1.124,33.38,-41.11
8820,N[N][C](CC#N)O,6.237,-6.278,-0.0409999999999999,3.54,5.154,0.0044,5.226,0.0106,5.783,0.0504,5.865,,4.0,2.0,78.91,-0.019,21.99,112.15
11605,C1CC=CC=C1,5.129,-5.595,-0.465,0.38,4.638,0.1271,5.226,0.0043,5.7860000000000005,0.0169,5.803999999999999,,0.0,0.0,0.0,1.893,27.89,15.6
16867,CC1=NCCS1,6.351,-6.104,0.248,0.77,4.966,0.0007,5.4510000000000005,0.0594,5.541,0.0186,5.761,,2.0,0.0,37.66,0.5870000000000001,33.83,24.18
22041,CCC(=O)OON(=O)=O,6.046,-8.294,-2.248,3.34,4.974,0.0019,5.132000000000001,0.0022,5.41,0.0008,5.789,,2.0,0.0,81.35,0.586,27.01,20.97
25869,CCC[C@@H]([C@H](N)C)O,8.359,-6.596,1.763,3.1,5.976,0.032,6.32,0.0155,6.653,0.006,6.847,,2.0,2.0,46.25,1.195,34.83,46.3
8867,C[C@@H](OC(=S)S)CC,4.759,-6.071000000000001,-1.3119999999999998,3.99,3.335,0.0001,4.631,0.0168,4.971,0.1465,5.115,,3.0,1.0,80.12,2.016,42.95,15.77
9934,OC(=O)[C@@H]1CSCN1,6.34,-6.359,-0.019,4.55,4.884,0.0078,4.924,0.0005,5.474,0.0019,5.776,,4.0,2.0,74.63,0.062,35.31,110.65
10553,CC=C(C)C,6.702000000000001,-5.984,0.718,0.21,5.609,0.0003,6.082000000000001,0.0012,6.169,0.215,6.205,,0.0,0.0,0.0,1.972,25.68,-12.69
